"","testing","Individual","popChk","Year","y","yHat"
"273",273,"SL18-OI-15-FGxSL18-ME-MG1","Z3",2020,0.089811911,0.199088222835239
"274",274,"SL18-OI-15-FGxSL18-ME-MG1","Z3",2020,0.241059201,0.250738093192252
"275",275,"SL18-OI-15-FGxSL18-ME-MG1","Z3",2020,0.215019677,0.473234130469926
"276",276,"SL18-OI-15-FGxSL18-ME-MG1","Z3",2020,0.227034897,0.246546134876875
"277",277,"SL18-OI-15-FGxSL18-ME-MG1","Z3",2020,0.332689925,0.301110467920031
"278",278,"SL18-NL-7-FG3xSL18-OI-15-MG3","Z4",2020,0.142536546,0.0771106540927209
"279",279,"SL18-NL-7-FG3xSL18-OI-15-MG3","Z4",2020,NA,-0.0257173163714971
"280",280,"SL18-NL-7-FG3xSL18-OI-15-MG3","Z4",2020,0.073658425,0.0858037073759707
"281",281,"SL18-NL-7-FG3xSL18-OI-15-MG3","Z4",2020,0.063229542,0.0723115045305199
"282",282,"SL18-NL-7-FG3xSL18-OI-15-MG3","Z4",2020,0.069875947,0.109295526733517
"283",283,"SL18-NL-7-FG3xSL18-OI-15-MG3","Z4",2020,0.079846029,0.0879662782930827
